data_ref,index,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,mau
2015-12-01,14940,M,S,S,0,Servidor público,Superior completo,Casado,Casa,27,1.7616438356164383,2.0,5448.99,False
2015-04-01,14053,F,N,N,0,Assalariado,Médio,Separado,Casa,54,1.536986301369863,1.0,6867.78,False
2015-05-01,11989,M,N,S,1,Pensionista,Médio,Casado,Casa,44,,3.0,6684.71,False
2015-04-01,4145,F,N,S,0,Pensionista,Médio,Casado,Casa,67,,2.0,2082.18,False
2015-05-01,11762,M,N,S,0,Servidor público,Superior completo,Casado,Casa,26,6.158904109589041,2.0,16736.55,False
2016-02-01,12783,M,N,S,0,Assalariado,Médio,Casado,Com os pais,40,7.865753424657535,2.0,5550.36,False
2016-01-01,6784,F,N,S,1,Assalariado,Médio,União,Com os pais,31,1.7945205479452055,3.0,806.56,False
2015-12-01,651,F,N,S,0,Assalariado,Médio,União,Casa,58,3.024657534246576,2.0,2185.17,False
2016-01-01,13309,F,S,N,0,Empresário,Superior completo,Casado,Casa,46,5.265753424657534,2.0,6848.46,False
2015-04-01,3047,F,S,S,1,Empresário,Médio,Casado,Casa,39,5.383561643835616,3.0,2945.32,False
2015-10-01,8948,F,N,N,1,Assalariado,Superior completo,Casado,Com os pais,34,0.2794520547945205,3.0,1406.81,True
2015-03-01,3781,F,N,S,0,Servidor público,Médio,União,Casa,44,20.194520547945206,2.0,48288.5,False
2015-04-01,14911,M,S,N,0,Assalariado,Superior completo,União,Casa,32,8.471232876712328,2.0,12376.98,False
2015-03-01,12703,F,N,S,0,Assalariado,Médio,Casado,Casa,35,6.367123287671233,2.0,10519.13,False
2016-03-01,1506,M,S,S,0,Assalariado,Médio,Casado,Casa,50,1.4273972602739726,2.0,1151.56,False
2015-11-01,11547,F,N,S,3,Empresário,Médio,Casado,Casa,45,1.1287671232876713,5.0,11346.5,False
2015-03-01,11595,M,N,S,0,Assalariado,Superior incompleto,Casado,Casa,37,1.2410958904109588,2.0,2488.71,False
2015-09-01,43,F,N,S,0,Empresário,Médio,Solteiro,Aluguel,42,8.860273972602739,1.0,53594.8,False
2015-03-01,2583,F,N,S,0,Assalariado,Médio,União,Casa,53,6.6438356164383565,2.0,7721.71,False
2015-03-01,14676,F,N,S,0,Empresário,Médio,Separado,Casa,36,8.638356164383561,1.0,12133.04,False
2015-09-01,11709,M,S,S,1,Assalariado,Superior completo,Casado,Casa,39,1.4082191780821918,3.0,9018.8,False
2015-05-01,1543,F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,7855.25,False
2015-01-01,14742,F,N,N,0,Servidor público,Médio,Viúvo,Casa,49,0.9616438356164384,1.0,2552.36,False
2015-08-01,3724,F,N,S,0,Assalariado,Médio,Casado,Casa,54,8.523287671232877,2.0,15984.06,False
2016-01-01,11675,M,S,S,0,Assalariado,Superior completo,Casado,Casa,44,13.082191780821915,2.0,33671.18,False
2015-01-01,16018,F,N,S,0,Servidor público,Superior completo,Casado,Casa,47,3.295890410958904,2.0,1263.9,True
2015-04-01,13447,F,N,N,0,Pensionista,Médio,Viúvo,Casa,65,,1.0,9367.57,False
2015-12-01,6174,F,S,S,1,Assalariado,Superior completo,Separado,Casa,40,4.580821917808219,2.0,5679.59,False
2015-11-01,10578,F,N,S,0,Assalariado,Superior completo,Casado,Casa,39,4.345205479452055,2.0,4322.13,False
2016-01-01,9622,F,N,S,0,Pensionista,Médio,Casado,Casa,59,,2.0,2688.47,False
2016-02-01,2924,F,N,S,2,Empresário,Médio,União,Casa,36,1.6027397260273972,4.0,1255.33,False
2016-01-01,10367,M,S,S,1,Empresário,Superior completo,União,Casa,44,11.723287671232876,3.0,7277.85,False
2016-02-01,12369,M,S,S,0,Assalariado,Superior completo,Casado,Casa,34,2.03013698630137,2.0,6170.44,False
2015-06-01,6567,F,N,N,0,Assalariado,Médio,União,Casa,55,8.821917808219178,2.0,25287.79,False
2016-01-01,7303,F,N,N,0,Assalariado,Médio,Viúvo,Casa,66,11.96986301369863,1.0,5493.63,False
2015-10-01,5736,F,N,N,0,Assalariado,Superior completo,Solteiro,Casa,29,5.2904109589041095,1.0,3135.65,False
2015-08-01,6213,F,N,S,0,Servidor público,Médio,Casado,Casa,51,17.41917808219178,2.0,77879.61,False
2015-01-01,6255,F,N,N,0,Empresário,Superior completo,Casado,Casa,48,2.410958904109589,2.0,709.68,True
2016-03-01,1765,F,S,S,0,Assalariado,Médio,Casado,Casa,32,4.975342465753425,2.0,978.9,False
2015-05-01,7691,F,S,S,1,Pensionista,Superior completo,Casado,Casa,37,,3.0,25808.48,False
2015-07-01,11363,F,S,N,0,Assalariado,Médio,Viúvo,Casa,39,3.684931506849315,1.0,8134.65,True
2015-12-01,4970,F,N,S,0,Pensionista,Médio,Solteiro,Casa,63,,1.0,3868.19,False
2015-02-01,9507,F,N,N,0,Empresário,Superior completo,Casado,Casa,30,7.432876712328767,2.0,5040.43,False
2015-09-01,972,F,N,S,1,Assalariado,Médio,Casado,Casa,41,7.841095890410959,3.0,15322.11,True
2015-03-01,15624,M,N,N,2,Assalariado,Médio,Casado,Com os pais,30,2.041095890410959,4.0,1560.11,False
2015-08-01,15587,F,N,S,0,Pensionista,Médio,Solteiro,Casa,63,,1.0,62874.34,False
2015-10-01,1039,M,S,S,1,Assalariado,Superior incompleto,Casado,Casa,36,0.6794520547945205,3.0,4531.42,False
2016-02-01,9983,F,N,S,0,Pensionista,Médio,Casado,Casa,64,,2.0,3295.42,False
2015-11-01,8830,M,S,N,0,Empresário,Médio,Casado,Com os pais,46,11.386301369863014,2.0,11041.77,False
2015-07-01,9695,F,N,S,0,Assalariado,Médio,Casado,Casa,50,11.26849315068493,2.0,36037.51,False
2015-03-01,8135,F,S,S,1,Empresário,Médio,Casado,Casa,29,4.057534246575343,3.0,7604.08,False
2015-05-01,2703,F,N,S,0,Assalariado,Médio,Casado,Casa,48,10.73150684931507,2.0,11410.99,False
2016-01-01,9666,F,N,S,0,Pensionista,Médio,Casado,Casa,65,,2.0,10290.8,False
2015-06-01,10740,F,N,N,0,Pensionista,Médio,Casado,Casa,57,,2.0,5544.68,False
2016-01-01,11241,M,S,N,0,Assalariado,Médio,Casado,Casa,52,2.515068493150685,2.0,1139.63,False
2015-06-01,16508,M,S,S,0,Assalariado,Médio,União,Casa,35,0.4246575342465753,2.0,6553.65,False
2015-07-01,889,F,S,S,1,Assalariado,Médio,Casado,Casa,39,12.591780821917808,3.0,15852.54,False
2015-11-01,6071,F,N,S,0,Pensionista,Médio,Separado,Casa,62,,1.0,2487.06,False
2015-04-01,10861,F,N,N,0,Assalariado,Superior completo,Solteiro,Casa,42,8.104109589041096,1.0,10948.64,False
2015-06-01,10672,M,S,S,1,Assalariado,Superior completo,Separado,Casa,44,6.934246575342466,2.0,18870.66,False
2015-02-01,9637,M,N,N,0,Empresário,Médio,Casado,Casa,36,3.9342465753424656,2.0,3496.9,True
2015-07-01,11226,F,S,S,2,Servidor público,Médio,União,Casa,36,15.936986301369863,4.0,132798.39,False
2015-01-01,9394,F,N,N,0,Assalariado,Médio,Casado,Casa,50,3.1780821917808217,2.0,1283.48,False
2015-11-01,1447,M,S,S,0,Assalariado,Médio,Casado,Casa,47,4.4301369863013695,2.0,5167.87,False
2015-07-01,13658,F,N,S,0,Pensionista,Médio,Viúvo,Casa,59,,1.0,26638.64,False
2015-11-01,13429,F,S,N,0,Pensionista,Médio,Casado,Casa,57,,2.0,23012.55,False
2015-12-01,3368,F,N,S,0,Pensionista,Médio,Viúvo,Casa,58,,1.0,6049.33,False
2015-04-01,6507,F,N,S,0,Pensionista,Médio,Viúvo,Casa,60,,1.0,9328.42,False
2015-05-01,10319,M,S,S,2,Pensionista,Superior completo,Casado,Estúdio,53,,4.0,46967.34,False
2015-04-01,1144,F,N,N,1,Assalariado,Médio,Casado,Casa,32,3.263013698630137,3.0,761.85,True
2015-09-01,6357,M,S,N,1,Assalariado,Superior completo,Casado,Casa,33,4.331506849315068,3.0,5651.37,False
2015-04-01,5591,M,S,N,2,Assalariado,Superior completo,Casado,Casa,28,2.0356164383561643,4.0,5471.67,True
2016-02-01,1093,F,N,S,0,Pensionista,Médio,Casado,Casa,55,,2.0,2261.4,False
2015-03-01,4316,F,S,S,0,Empresário,Superior completo,Casado,Casa,35,0.8383561643835616,2.0,2704.97,False
2015-10-01,11556,F,N,S,0,Assalariado,Médio,Casado,Casa,48,16.972602739726028,2.0,149069.12,False
2015-02-01,2605,F,S,S,0,Empresário,Médio,Casado,Casa,40,3.895890410958904,2.0,6266.09,False
2015-03-01,8760,F,S,S,0,Pensionista,Médio,Casado,Casa,67,,2.0,4465.78,False
2015-03-01,47,F,N,N,0,Empresário,Superior completo,Casado,Casa,37,13.276712328767124,2.0,26293.07,False
2016-03-01,9231,F,N,S,0,Assalariado,Médio,Solteiro,Aluguel,46,1.8438356164383565,1.0,386.29,True
2015-02-01,15115,F,S,S,0,Servidor público,Superior completo,Casado,Casa,44,22.54794520547945,2.0,130857.04,False
2015-02-01,8254,F,N,S,0,Empresário,Médio,Casado,Casa,43,7.556164383561644,2.0,8548.77,False
2015-06-01,13217,F,N,S,0,Pensionista,Médio,Casado,Casa,55,,2.0,6326.2,False
2015-02-01,13194,M,N,S,0,Assalariado,Médio,Casado,Casa,54,6.263013698630137,2.0,11932.63,False
2015-06-01,14494,M,S,N,2,Servidor público,Médio,Casado,Casa,28,8.884931506849314,4.0,51359.97,False
2016-01-01,15359,F,S,N,0,Pensionista,Médio,Casado,Casa,55,,2.0,1660.55,False
2015-02-01,8738,M,N,N,1,Assalariado,Superior completo,Casado,Governamental,30,2.572602739726028,3.0,3055.14,False
2015-01-01,5039,F,N,S,0,Pensionista,Médio,Viúvo,Casa,64,,1.0,1239.75,False
2016-02-01,15451,F,N,N,2,Empresário,Médio,Casado,Casa,41,4.958904109589041,4.0,1179.95,False
2016-03-01,8431,F,N,S,0,Empresário,Médio,Casado,Casa,45,3.723287671232877,2.0,3941.02,False
2015-03-01,7548,F,N,S,2,Assalariado,Médio,União,Casa,30,4.76986301369863,4.0,7263.19,False
2016-02-01,13054,F,S,S,0,Assalariado,Superior completo,União,Casa,43,9.512328767123288,2.0,31991.01,False
2015-03-01,14164,F,N,N,1,Assalariado,Médio,Casado,Casa,26,4.958904109589041,3.0,2609.44,False
2015-05-01,1603,M,S,S,2,Assalariado,Médio,Casado,Aluguel,35,14.983561643835616,4.0,80611.21,False
2016-01-01,8673,M,S,S,1,Empresário,Médio,Casado,Com os pais,28,0.8164383561643835,3.0,4399.8,False
2015-06-01,15899,M,N,N,1,Assalariado,Superior completo,Separado,Estúdio,35,2.8794520547945206,2.0,30838.99,False
2016-02-01,9436,F,N,N,0,Assalariado,Médio,Casado,Casa,51,9.936986301369863,2.0,2786.25,False
2016-01-01,15641,F,N,N,0,Assalariado,Médio,União,Casa,31,9.131506849315068,2.0,5409.56,False
2015-04-01,11706,F,N,S,1,Empresário,Médio,União,Casa,28,2.073972602739726,3.0,5251.25,False
2015-01-01,8129,F,S,S,1,Empresário,Médio,Casado,Casa,29,4.057534246575343,3.0,902.51,False
2015-03-01,2328,F,S,S,0,Empresário,Médio,Casado,Casa,47,5.528767123287671,2.0,8422.42,False
2016-01-01,13906,M,S,S,0,Assalariado,Médio,Solteiro,Casa,39,5.706849315068493,1.0,11267.16,False
2015-05-01,3846,F,S,S,2,Servidor público,Médio,Casado,Casa,39,16.695890410958903,4.0,35864.1,False
2015-04-01,13065,F,N,S,0,Pensionista,Médio,Casado,Casa,60,,2.0,6767.73,False
2016-02-01,2401,M,S,S,0,Assalariado,Médio,Casado,Casa,44,19.12054794520548,2.0,22463.03,False
2015-02-01,4952,F,N,N,1,Assalariado,Médio,Separado,Casa,45,2.7150684931506848,2.0,2672.25,False
2015-01-01,1312,M,S,S,1,Assalariado,Médio,Casado,Casa,23,2.9315068493150687,3.0,4151.03,False
2015-12-01,12585,M,N,N,0,Servidor público,Superior completo,Casado,Casa,32,10.61917808219178,2.0,5837.96,False
2015-02-01,8189,M,N,S,2,Assalariado,Médio,Casado,Casa,44,1.3013698630136987,4.0,3020.71,True
2015-02-01,11918,F,N,N,0,Assalariado,Superior completo,Casado,Casa,26,3.665753424657534,2.0,3226.81,False
2015-11-01,7035,M,S,S,0,Pensionista,Médio,Casado,Casa,50,,2.0,10650.35,False
2015-05-01,15827,F,N,S,0,Empresário,Médio,Solteiro,Casa,23,1.1232876712328768,1.0,12004.79,False
2015-11-01,1760,M,N,S,2,Assalariado,Médio,Casado,Casa,38,2.8109589041095893,4.0,3781.09,False
2016-02-01,529,F,N,S,0,Empresário,Médio,Casado,Casa,40,5.112328767123287,2.0,10190.55,False
2015-10-01,8804,F,N,S,0,Assalariado,Médio,Casado,Casa,56,0.3780821917808219,2.0,1513.8,False
2015-12-01,3135,M,S,N,1,Assalariado,Superior completo,Casado,Com os pais,31,5.383561643835616,3.0,2173.68,False
2016-03-01,11076,M,N,S,0,Assalariado,Médio,Casado,Casa,54,16.356164383561644,2.0,1640.38,False
2016-02-01,5508,F,N,S,0,Assalariado,Médio,Separado,Casa,53,9.101369863013698,1.0,744.14,False
2016-01-01,5330,M,S,S,2,Assalariado,Médio,União,Casa,35,13.186301369863012,4.0,9270.73,False
2016-01-01,1375,M,S,S,1,Empresário,Superior completo,Casado,Casa,32,0.2493150684931507,3.0,1763.59,False
2015-12-01,9812,F,N,S,0,Assalariado,Superior completo,Casado,Casa,54,9.863013698630136,2.0,2248.25,False
2015-09-01,12764,F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,10083.4,False
2015-02-01,587,F,N,S,0,Pensionista,Médio,Casado,Casa,62,,2.0,4147.86,False
2015-09-01,2076,F,N,N,0,Assalariado,Médio,Solteiro,Casa,32,5.928767123287671,1.0,28561.66,False
2015-03-01,8999,M,N,S,2,Empresário,Médio,Casado,Governamental,43,12.117808219178082,4.0,14364.55,False
2015-01-01,14564,F,N,S,1,Assalariado,Médio,Casado,Casa,41,0.2986301369863013,3.0,662.26,False
2015-01-01,9221,F,S,S,0,Assalariado,Superior completo,Casado,Casa,56,17.687671232876713,2.0,44590.26,False
2015-11-01,12284,F,N,N,0,Assalariado,Médio,Casado,Governamental,52,7.032876712328767,2.0,5778.86,False
2016-01-01,5791,M,S,S,1,Empresário,Médio,Casado,Casa,43,5.463013698630137,3.0,3706.31,False
2015-10-01,3029,M,S,S,0,Assalariado,Médio,Casado,Casa,44,7.471232876712329,2.0,5345.2,False
2015-01-01,6342,F,N,N,0,Assalariado,Superior completo,Casado,Casa,36,7.249315068493151,2.0,2284.18,True
2015-09-01,9894,F,N,S,0,Assalariado,Superior completo,Solteiro,Governamental,52,7.2027397260273975,1.0,12343.92,False
2015-09-01,15014,F,S,S,0,Empresário,Superior completo,Separado,Casa,56,13.189041095890412,1.0,50641.48,False
2015-03-01,16167,F,N,N,1,Empresário,Médio,Casado,Com os pais,37,3.210958904109589,3.0,8502.55,False
2015-11-01,12297,M,S,S,0,Empresário,Superior completo,Solteiro,Casa,29,1.610958904109589,1.0,2328.99,False
2015-06-01,2095,M,S,S,0,Pensionista,Médio,União,Casa,63,,2.0,7770.19,False
2015-03-01,788,M,S,S,0,Empresário,Médio,Solteiro,Casa,49,4.945205479452055,1.0,10761.66,False
2015-09-01,13399,F,N,S,1,Assalariado,Médio,Casado,Casa,29,0.347945205479452,3.0,3239.34,False
2015-09-01,13245,F,N,N,0,Assalariado,Superior completo,Casado,Casa,27,1.9287671232876715,2.0,3574.02,False
2015-03-01,2629,M,S,S,0,Servidor público,Médio,Casado,Casa,45,7.7315068493150685,2.0,8138.78,False
2015-10-01,14030,F,N,N,0,Assalariado,Médio,Viúvo,Casa,43,1.36986301369863,1.0,4855.26,False
2015-09-01,5170,F,N,N,0,Assalariado,Médio,Casado,Com os pais,44,0.2958904109589041,2.0,3479.36,False
2016-01-01,15886,M,S,S,0,Assalariado,Médio,Casado,Casa,39,4.210958904109589,2.0,909.35,True
2015-10-01,11267,F,S,N,0,Assalariado,Médio,Casado,Casa,52,31.621917808219177,2.0,212012.99,False
2015-05-01,12468,M,S,N,0,Assalariado,Superior incompleto,Casado,Casa,32,2.4465753424657533,2.0,5558.95,False
2015-10-01,1001,M,N,N,0,Servidor público,Superior incompleto,Casado,Casa,26,4.586301369863014,2.0,13037.46,False
2016-02-01,14562,M,S,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,2326.61,False
2015-07-01,13332,F,N,S,1,Servidor público,Superior completo,Solteiro,Com os pais,33,1.515068493150685,2.0,4638.65,False
2016-02-01,7965,M,S,S,0,Empresário,Médio,União,Casa,48,8.336986301369864,2.0,7198.62,False
2015-09-01,13212,F,N,S,0,Assalariado,Superior completo,Casado,Casa,38,8.684931506849315,2.0,25679.89,False
2015-02-01,2646,F,N,S,0,Assalariado,Médio,Casado,Casa,42,0.9753424657534246,2.0,760.52,False
2015-09-01,6803,F,N,S,0,Assalariado,Superior incompleto,União,Casa,25,4.7972602739726025,2.0,12335.06,False
2015-06-01,14840,M,S,N,1,Assalariado,Médio,Casado,Casa,35,13.304109589041095,3.0,57129.01,False
2015-08-01,6755,F,S,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,13891.11,False
2015-05-01,9684,F,N,S,0,Assalariado,Superior completo,Casado,Casa,27,1.2602739726027397,2.0,2409.29,False
2015-02-01,2052,F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,8486.23,False
2015-01-01,10889,F,N,N,0,Empresário,Superior completo,Separado,Casa,49,10.76986301369863,1.0,9214.44,False
2015-08-01,8053,F,N,S,0,Pensionista,Médio,Viúvo,Casa,62,,1.0,13831.82,False
2015-01-01,8986,F,S,S,1,Assalariado,Médio,Separado,Casa,32,1.7753424657534247,2.0,2526.06,False
2015-03-01,8948,F,N,N,1,Assalariado,Superior completo,Casado,Com os pais,34,0.2794520547945205,3.0,962.64,True
2015-05-01,2848,M,S,S,0,Assalariado,Superior completo,Casado,Casa,33,0.9753424657534246,2.0,10043.94,False
2015-07-01,9988,M,S,S,0,Assalariado,Superior completo,Casado,Casa,54,5.852054794520548,2.0,34326.93,False
2015-07-01,2439,F,N,S,2,Assalariado,Médio,Casado,Casa,39,4.287671232876712,4.0,21513.98,False
2015-03-01,15388,F,N,N,0,Pensionista,Superior completo,Casado,Governamental,57,,2.0,10918.05,False
2015-08-01,1766,F,N,S,1,Empresário,Médio,União,Casa,30,2.9753424657534246,3.0,11715.19,False
2015-02-01,1739,F,N,S,2,Empresário,Médio,Casado,Casa,29,1.9726027397260275,4.0,1430.38,True
2016-02-01,8886,F,N,S,0,Assalariado,Médio,Solteiro,Casa,51,2.210958904109589,1.0,2476.62,False
2015-10-01,7560,F,N,S,0,Empresário,Médio,Casado,Casa,45,1.178082191780822,2.0,16632.96,False
2015-07-01,16418,M,S,S,1,Empresário,Superior completo,Casado,Aluguel,29,7.8,3.0,64019.46,False
2015-11-01,1400,F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,5751.21,False
2015-10-01,12494,M,N,N,0,Servidor público,Médio,Casado,Casa,39,0.8657534246575342,2.0,6077.24,False
2015-06-01,12114,F,S,N,1,Empresário,Superior completo,Casado,Casa,30,5.657534246575342,3.0,30611.72,False
2015-11-01,15863,F,N,S,0,Pensionista,Médio,Casado,Casa,63,,2.0,2297.32,False
2015-06-01,4635,F,N,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,30564.6,False
2015-03-01,3636,M,N,N,0,Empresário,Superior completo,União,Casa,54,23.66849315068493,2.0,31768.7,False
2015-12-01,7416,M,N,N,1,Assalariado,Médio,Casado,Casa,37,0.2986301369863013,3.0,4629.86,False
2016-01-01,5364,F,S,S,1,Assalariado,Fundamental,Casado,Casa,39,3.9315068493150687,3.0,908.6,False
2015-05-01,13615,M,S,N,0,Assalariado,Superior completo,Casado,Casa,36,6.76986301369863,2.0,23947.58,False
2015-09-01,12793,F,N,S,0,Assalariado,Médio,Solteiro,Casa,29,1.6164383561643836,1.0,4639.82,False
2015-10-01,3269,M,N,S,0,Assalariado,Médio,Casado,Casa,55,8.991780821917809,2.0,14525.22,False
2015-05-01,2098,M,N,S,2,Assalariado,Médio,Solteiro,Casa,31,11.01095890410959,3.0,5747.58,False
2015-08-01,7164,M,N,S,0,Empresário,Superior completo,Solteiro,Casa,33,4.627397260273972,1.0,74898.88,False
2015-12-01,3196,F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,6826.67,False
2015-07-01,11428,F,N,S,0,Empresário,Superior completo,Separado,Casa,43,1.093150684931507,1.0,2808.2,False
2015-10-01,13426,M,S,N,2,Assalariado,Médio,Casado,Casa,40,3.4356164383561643,4.0,5793.61,False
2015-10-01,8967,M,N,S,0,Pensionista,Superior completo,União,Casa,45,,2.0,27411.31,False
2016-02-01,15015,F,S,S,0,Empresário,Superior completo,Separado,Casa,56,13.189041095890412,1.0,26126.08,False
2015-06-01,11432,F,N,S,2,Assalariado,Médio,Casado,Casa,34,0.6821917808219178,4.0,5479.26,False
2015-03-01,9322,M,N,N,0,Assalariado,Médio,Separado,Com os pais,36,3.1780821917808217,1.0,6001.55,False
2015-09-01,15239,F,N,N,0,Pensionista,Médio,Solteiro,Casa,64,,1.0,10246.1,False
2015-02-01,5739,M,N,N,1,Assalariado,Superior completo,Solteiro,Casa,37,5.123287671232877,2.0,6628.17,False
2016-01-01,8488,F,S,S,0,Pensionista,Superior completo,Casado,Casa,55,,2.0,8239.46,False
2015-03-01,14080,F,N,N,0,Assalariado,Médio,União,Casa,43,12.295890410958904,2.0,22224.5,False
2015-12-01,3794,F,N,S,0,Pensionista,Médio,Casado,Casa,59,,2.0,6288.49,False
2015-12-01,14644,F,N,S,2,Assalariado,Médio,Casado,Casa,32,2.967123287671233,4.0,6105.75,False
2015-11-01,10124,F,N,S,2,Empresário,Médio,Casado,Casa,45,15.391780821917807,4.0,11070.77,False
2015-09-01,4356,F,S,S,1,Empresário,Superior completo,Casado,Casa,31,4.427397260273972,3.0,16953.95,False
2015-11-01,4439,F,N,N,0,Assalariado,Médio,Casado,Casa,50,9.265753424657534,2.0,11941.54,False
2015-05-01,8400,F,S,S,0,Pensionista,Médio,Viúvo,Casa,55,,1.0,12701.71,False
2015-10-01,15099,M,S,S,0,Servidor público,Médio,Casado,Casa,43,4.789041095890411,2.0,2571.29,False
2015-02-01,14266,F,N,S,1,Assalariado,Superior completo,Casado,Casa,38,8.293150684931506,3.0,5524.56,False
2016-01-01,1063,F,N,S,1,Assalariado,Médio,Casado,Casa,28,7.6,3.0,5354.7,False
2016-03-01,4051,F,N,S,2,Servidor público,Superior completo,Casado,Casa,30,9.802739726027395,4.0,2749.98,False
2015-04-01,9544,F,S,N,2,Assalariado,Médio,Casado,Casa,35,10.01917808219178,4.0,24749.63,False
2015-11-01,9308,M,N,N,3,Assalariado,Médio,Casado,Casa,39,9.684931506849315,5.0,12419.51,False
2015-10-01,15161,M,S,S,1,Assalariado,Médio,Casado,Casa,44,2.5342465753424657,3.0,6971.89,False
2015-05-01,7010,F,N,S,0,Pensionista,Médio,Separado,Casa,57,,1.0,6817.84,False
2015-07-01,2406,F,N,S,1,Empresário,Superior incompleto,União,Casa,37,4.528767123287671,3.0,33480.64,False
2015-08-01,9434,F,S,N,0,Assalariado,Superior completo,Casado,Casa,40,7.76986301369863,2.0,41638.57,False
2015-08-01,9374,F,N,N,0,Servidor público,Médio,Separado,Casa,53,33.78630136986301,1.0,1810690.41,False
2016-03-01,14242,M,S,N,2,Assalariado,Médio,Casado,Com os pais,45,1.536986301369863,4.0,858.48,False
2015-07-01,15337,M,N,N,0,Empresário,Superior incompleto,Casado,Casa,30,6.372602739726028,2.0,16458.35,False
2015-11-01,10931,F,N,N,1,Empresário,Superior completo,Casado,Casa,34,3.602739726027397,3.0,5204.44,False
2016-02-01,16038,F,N,S,0,Assalariado,Médio,Casado,Casa,44,4.964383561643835,2.0,1991.24,True
2015-02-01,11673,M,S,S,0,Assalariado,Médio,Casado,Casa,37,3.158904109589041,2.0,1014.81,True
2015-12-01,8018,F,S,S,2,Assalariado,Superior completo,Casado,Casa,37,3.219178082191781,4.0,2208.2,False
2015-06-01,8351,F,N,N,0,Assalariado,Médio,Solteiro,Com os pais,36,10.556164383561644,1.0,23997.42,False
2015-04-01,11052,M,S,S,0,Empresário,Médio,Casado,Casa,49,9.523287671232875,2.0,15702.14,False
2015-10-01,8298,F,S,S,0,Assalariado,Médio,Casado,Casa,58,9.975342465753425,2.0,36522.73,False
2015-03-01,10458,M,S,S,0,Assalariado,Médio,Casado,Casa,42,5.216438356164384,2.0,6614.22,False
2016-01-01,486,M,S,S,2,Empresário,Médio,União,Casa,50,11.6986301369863,4.0,3586.36,False
2016-01-01,965,F,N,S,0,Assalariado,Médio,Casado,Casa,32,6.767123287671233,2.0,2481.75,False
2015-05-01,6363,F,S,N,2,Assalariado,Médio,Casado,Casa,33,0.410958904109589,4.0,10781.5,False
2015-04-01,8364,F,N,S,0,Empresário,Médio,Casado,Casa,39,6.638356164383562,2.0,8389.29,False
2015-12-01,1912,F,N,S,1,Assalariado,Médio,Viúvo,Casa,42,0.8356164383561644,2.0,2944.88,False
2015-03-01,6209,M,S,S,0,Assalariado,Superior incompleto,Solteiro,Casa,29,4.663013698630137,1.0,8536.06,False
2015-01-01,8554,F,N,S,1,Assalariado,Superior completo,Casado,Casa,50,27.654794520547945,3.0,33563.18,False
2015-02-01,15004,M,N,S,0,Assalariado,Médio,Casado,Casa,43,20.112328767123287,2.0,14227.94,False
2015-08-01,15453,F,S,N,0,Assalariado,Médio,Casado,Casa,38,6.53972602739726,2.0,84086.07,False
2015-04-01,4272,F,S,S,0,Servidor público,Superior completo,Solteiro,Casa,60,41.2,1.0,631485.07,False
2015-02-01,10857,M,N,N,2,Empresário,Médio,Casado,Casa,27,4.435616438356164,4.0,10242.5,False
2015-05-01,2112,F,S,S,0,Empresário,Superior completo,Casado,Casa,27,4.676712328767123,2.0,13995.97,False
2015-08-01,487,M,N,N,1,Assalariado,Médio,Solteiro,Casa,46,18.035616438356165,2.0,111043.57,False
2016-02-01,11579,M,S,S,1,Assalariado,Médio,Casado,Aluguel,46,3.991780821917808,3.0,1868.26,False
2015-09-01,1489,F,N,S,0,Assalariado,Superior completo,Solteiro,Casa,33,7.101369863013699,1.0,11513.45,False
2015-12-01,4093,M,S,S,1,Pensionista,Médio,Casado,Casa,42,,3.0,3385.04,False
2015-07-01,3287,F,N,S,3,Servidor público,Superior completo,Casado,Casa,31,3.96986301369863,5.0,45416.5,False
2016-01-01,6775,M,S,S,0,Assalariado,Médio,Casado,Casa,34,2.128767123287671,2.0,1343.17,False
2015-09-01,1470,M,S,S,1,Assalariado,Médio,Separado,Casa,44,2.416438356164384,2.0,24594.24,False
2015-04-01,5045,F,N,S,0,Pensionista,Médio,Viúvo,Casa,64,,1.0,7855.63,False
2016-02-01,3973,F,N,S,0,Assalariado,Médio,Casado,Casa,40,3.4356164383561643,2.0,2583.09,False
2015-01-01,12646,F,N,S,1,Empresário,Superior completo,Separado,Casa,47,15.205479452054794,2.0,38265.37,False
2015-08-01,960,F,S,N,1,Assalariado,Superior completo,União,Casa,31,2.0136986301369864,3.0,9832.27,False
2015-05-01,2975,F,N,N,0,Servidor público,Médio,Casado,Casa,41,23.315068493150687,2.0,66055.18,False
2015-09-01,5100,F,N,S,0,Pensionista,Médio,Casado,Casa,57,,2.0,11556.62,False
2015-03-01,545,F,N,N,0,Pensionista,Médio,Casado,Casa,62,,2.0,8267.6,False
2015-01-01,7470,M,S,S,2,Assalariado,Médio,Casado,Casa,44,18.912328767123288,4.0,12156.15,False
